id,district,latitude,longitude,area,rooms,floor,total_floors,metro_distance,distance_to_center,park_distance,school_distance,shopping_distance,year_built,building_age,building_type,renovation,ceiling_height,has_balcony,has_loggia,has_parking,has_elevator,price,price_per_sqm
3163,НАО,55.579661,37.369353,117.8,3,15,22,0.49,33.54,0.85,0.66,2.05,2005,19,монолит,косметический,3.09,1,0,1,1,26821796.59,227682.67
3164,ЮАО,55.617426,37.704957,89.8,1,8,23,1.62,17.82,2.46,1.23,2.87,2007,17,панель,косметический,2.89,1,0,1,1,20323473.91,226275.66
3165,НАО,55.551939,37.361589,81.5,3,2,17,0.21,36.06,2.49,1.46,1.99,2002,22,панель,косметический,2.79,1,0,0,1,16394997.09,201286.95
3166,ЗАО,55.71851,37.438715,130.0,2,9,13,0.16,20.19,1.96,0.13,2.54,1997,27,кирпич,без ремонта,3.07,1,1,1,1,45386155.95,349097.06
3167,ЮЗАО,55.648056,37.540734,43.8,2,7,16,1.67,14.34,0.99,0.5,1.63,1971,53,кирпич,косметический,3.15,1,1,0,1,14752626.6,337167.86
3168,ЮАО,55.614396,37.701818,74.5,4,2,13,0.34,17.91,1.51,1.24,0.36,1994,30,панель,евроремонт,2.97,1,1,0,1,22541940.09,302383.8
3169,ЮВАО,55.711383,37.778141,86.1,1,9,11,0.23,18.39,1.49,1.13,1.73,1989,35,монолит,без ремонта,3.18,0,1,0,1,21019481.97,244215.04
3170,ЮВАО,55.683528,37.780473,58.8,2,4,14,2.68,19.62,1.52,0.23,1.29,1993,31,монолит,евроремонт,2.65,1,1,0,1,14974921.32,254614.43
3171,НАО,55.562544,37.354648,135.8,2,13,22,1.26,35.97,2.36,0.33,2.63,1994,30,монолит,евроремонт,2.8,1,1,0,1,31258588.23,230165.0
3172,СЗАО,55.83348,37.36174,117.9,1,2,15,0.26,29.8,1.02,1.31,0.94,1973,51,панель,без ремонта,3.07,0,1,1,1,35829658.48,304017.0
3173,ЦАО,55.747101,37.590922,86.7,1,5,23,0.51,3.0,0.61,0.43,2.24,1956,68,сталинка,без ремонта,3.07,1,1,0,1,43650194.45,503599.98
3174,СВАО,55.873632,37.582569,145.2,2,9,17,1.46,14.05,1.09,0.3,2.45,2003,21,панель,евроремонт,2.57,0,0,0,1,45564769.07,313907.13
3175,САО,55.860863,37.539467,72.6,3,1,8,1.76,14.87,0.39,0.72,2.89,1969,55,кирпич,евроремонт,2.58,1,0,0,1,26398080.15,363737.52
3176,ЦАО,55.764694,37.617573,98.7,2,3,9,0.12,1.41,0.85,0.44,0.32,1966,58,монолит,косметический,3.18,1,1,0,1,46793424.4,474325.15
3177,ЦАО,55.765723,37.640993,46.8,3,8,9,1.13,3.02,1.45,1.44,1.99,1982,42,сталинка,косметический,3.07,0,1,0,1,28388810.8,607229.13
3178,ТАО,55.338402,37.326604,90.4,1,2,14,1.22,56.13,1.3,1.02,1.21,1988,36,блочный,без ремонта,2.65,1,0,1,1,11808058.87,130662.84
3179,ЮЗАО,55.635379,37.606017,48.0,2,9,10,3.03,13.01,2.46,0.64,2.77,1997,27,кирпич,без ремонта,2.96,0,1,1,1,16198531.09,337641.96
3180,СВАО,55.879903,37.606165,50.5,3,2,10,0.44,14.25,0.56,1.23,0.36,2021,3,монолит,косметический,2.93,1,1,1,1,18815553.38,372430.25
3181,ТАО,55.32963,37.288631,93.3,1,20,20,0.75,59.42,1.92,0.6,1.38,1978,46,монолит,косметический,2.84,1,0,1,1,13079903.06,140210.46
3182,ЮЗАО,55.64968,37.591014,64.1,5,12,16,0.29,11.73,2.24,0.52,2.51,1991,33,кирпич,без ремонта,3.07,1,1,1,1,20902189.22,325946.32
3183,ВАО,55.793734,37.831428,139.1,3,16,20,0.98,24.19,0.59,1.23,1.29,1994,30,панель,косметический,2.62,0,1,0,1,36394042.18,261624.2
3184,НАО,55.561486,37.385209,37.7,2,15,17,0.95,33.35,1.77,0.42,1.18,1991,33,блочный,без ремонта,2.88,1,0,0,1,7359398.19,195030.09
3185,СВАО,55.874706,37.559574,130.3,4,6,21,0.39,15.06,0.98,0.91,1.04,1987,37,монолит,косметический,2.69,1,1,0,1,36604542.97,280900.51
3186,НАО,55.556526,37.32327,143.0,1,2,18,2.69,39.21,1.59,1.13,2.54,1980,44,панель,без ремонта,2.94,1,0,0,1,28398070.63,198569.25
3187,ЮАО,55.64493,37.733018,122.2,3,3,11,1.29,17.48,1.31,1.14,1.91,1979,45,блочный,косметический,2.62,0,0,0,1,28314988.96,231713.82
3188,ТАО,55.326353,37.299598,86.0,1,3,14,0.94,58.97,0.33,1.26,1.28,2016,8,блочный,евроремонт,3.05,1,1,0,1,12276199.44,142716.68
3189,ЮВАО,55.708989,37.764376,55.1,1,6,17,0.93,16.99,0.32,1.04,2.51,2011,13,блочный,евроремонт,2.87,1,0,0,1,14682279.5,266350.9
3190,СЗАО,55.83421,37.37311,101.7,2,3,17,0.42,28.62,0.35,1.04,1.93,1984,40,панель,евроремонт,3.19,1,0,1,1,32181082.29,316299.92
3191,ТАО,55.34549,37.350493,45.5,1,1,15,0.94,53.99,2.18,1.27,2.79,2009,15,монолит,косметический,3.0,0,1,0,1,6621255.97,145566.52
3192,ЮВАО,55.705129,37.753807,53.5,3,7,10,0.48,16.0,2.08,0.35,0.78,1984,40,монолит,косметический,3.12,1,0,1,1,14200996.73,265297.9
3193,ВАО,55.804271,37.809321,114.6,3,23,23,0.63,22.07,1.05,1.17,1.28,1982,42,монолит,без ремонта,3.14,1,0,1,1,26942785.44,235177.98
3194,ЮАО,55.637201,37.705801,101.1,1,8,13,0.17,16.08,1.06,0.23,2.76,2015,9,панель,без ремонта,2.75,1,0,1,1,25047360.28,247739.58
3195,СЗАО,55.835275,37.377977,51.9,1,7,11,3.39,28.15,1.14,0.56,0.4,2007,17,блочный,евроремонт,2.56,1,0,0,1,13863881.2,266986.13
3196,СВАО,55.861514,37.609109,111.3,2,9,9,0.43,12.19,0.91,0.86,0.66,1987,37,панель,дизайнерский,2.5,0,1,1,1,31337005.83,281593.45
3197,ВАО,55.791175,37.821916,69.4,1,11,19,3.3,23.1,1.46,0.55,1.81,1981,43,блочный,дизайнерский,2.95,0,0,0,1,20897403.83,300900.47
3198,ЮЗАО,55.644173,37.551059,32.2,1,9,11,2.18,14.06,0.43,1.24,2.75,2001,23,монолит,без ремонта,3.06,0,0,0,1,9581791.5,297944.71
3199,СЗАО,55.851134,37.389888,32.3,1,18,20,1.8,27.56,2.07,1.05,1.85,1999,25,панель,без ремонта,2.74,1,1,0,1,7624514.75,236066.0
3200,НАО,55.57039,37.361786,61.0,3,11,13,0.14,34.81,0.3,0.8,2.73,1974,50,монолит,без ремонта,3.17,0,0,1,1,13598207.86,222829.08
3201,ЮАО,55.651039,37.69119,121.0,2,2,11,0.32,13.87,2.42,0.42,0.76,1974,50,монолит,косметический,2.8,0,0,1,1,32975419.52,272428.82
3202,СЗАО,55.869152,37.37818,43.0,2,6,15,0.13,29.58,2.19,1.02,2.41,1995,29,блочный,косметический,2.8,1,0,1,1,12420765.61,289125.0
3203,ТАО,55.333877,37.326342,50.0,2,15,17,1.62,56.56,1.88,0.5,1.07,1977,47,монолит,без ремонта,2.63,0,0,1,1,9061408.29,181345.22
3204,ЮВАО,55.68498,37.766274,112.7,3,11,24,0.48,18.11,0.9,0.5,0.32,2019,5,блочный,косметический,2.76,0,0,0,1,30276000.05,268550.75
3205,ЮАО,55.621827,37.724961,142.4,2,10,14,5.34,18.74,2.18,0.81,2.64,2017,7,панель,дизайнерский,2.6,1,0,1,1,44113371.91,309684.87
3206,ВАО,55.754099,37.830171,27.3,2,6,13,0.77,23.61,2.42,1.25,1.28,2019,5,блочный,дизайнерский,2.78,1,0,0,1,10870881.6,398683.69
3207,ВАО,55.777816,37.82123,72.5,2,13,16,0.2,22.79,1.47,0.28,2.77,2002,22,блочный,без ремонта,2.75,1,1,0,1,19648526.01,270858.7
3208,ВАО,55.767798,37.821567,40.2,2,21,23,7.87,22.72,2.26,0.89,2.03,2014,10,панель,евроремонт,2.85,1,0,0,1,12009651.29,298623.63
3209,ЗАО,55.75204,37.467933,66.3,3,7,11,0.68,16.6,0.63,0.12,1.45,2015,9,кирпич,дизайнерский,2.84,1,0,0,1,21374269.2,322478.06
3210,СЗАО,55.81214,37.386756,108.9,3,6,19,0.83,26.47,1.4,1.19,2.21,1983,41,панель,евроремонт,3.01,0,0,1,1,35459743.46,325725.41
3211,СЗАО,55.827279,37.363648,115.8,1,4,23,0.93,29.39,0.56,0.18,1.99,1995,29,панель,дизайнерский,2.66,1,1,0,1,34029802.72,293919.87
3212,ЦАО,55.757744,37.619223,123.8,4,3,8,2.71,0.67,0.74,0.9,1.7,1935,89,кирпич,без ремонта,2.94,1,0,0,1,65309931.42,527423.7
3213,СЗАО,55.84924,37.381529,66.6,2,8,17,0.6,28.33,0.73,0.56,1.57,2006,18,монолит,евроремонт,2.63,0,1,1,1,23528102.27,353437.05
3214,СЗАО,55.823496,37.423981,126.0,1,21,22,0.44,22.9,1.62,0.8,0.36,1976,48,монолит,косметический,3.08,0,0,0,1,34135545.69,270964.14
3215,ЮЗАО,55.639936,37.511132,85.7,1,5,22,0.44,17.15,1.05,0.21,2.65,2017,7,панель,косметический,2.9,1,1,1,1,27314460.47,318700.26
3216,ЮАО,55.650812,37.734519,116.4,1,4,16,1.06,17.17,0.29,1.24,1.9,1989,35,панель,евроремонт,2.99,0,1,1,1,35596578.78,305718.75
3217,ЮВАО,55.687492,37.785262,27.1,1,21,23,0.61,19.95,0.9,0.37,0.45,1999,25,монолит,косметический,2.88,1,0,1,1,10807415.15,398822.99
3218,ЮЗАО,55.675007,37.596543,56.1,3,15,22,0.21,8.86,1.67,0.83,2.6,1981,43,монолит,без ремонта,2.59,0,0,0,1,18374931.58,327537.64
3219,ЮВАО,55.693591,37.750816,148.1,1,1,19,0.32,16.16,1.12,1.33,0.38,2019,5,панель,евроремонт,2.52,1,0,0,1,34342019.64,231843.85
3220,ВАО,55.807757,37.788027,86.2,2,4,21,0.61,19.91,0.88,0.97,2.86,2005,19,блочный,косметический,2.57,0,1,1,1,22399581.2,259939.5
3221,ТАО,55.363931,37.298941,54.7,2,10,17,1.46,55.73,0.97,1.24,0.89,1993,31,панель,евроремонт,2.55,1,1,0,1,9454719.18,172866.3
3222,СЗАО,55.849905,37.403448,54.2,1,3,17,0.87,26.13,1.69,0.32,1.93,2011,13,панель,косметический,2.71,1,1,0,1,15658390.59,288902.13
3223,СЗАО,55.81579,37.384776,54.1,3,3,21,1.08,26.79,0.32,0.3,1.5,2002,22,панель,косметический,2.56,0,1,0,1,13017864.46,240572.91
3224,САО,55.849863,37.532897,133.9,1,4,6,3.36,14.36,2.39,0.19,0.36,2001,23,панель,косметический,2.57,0,0,0,1,42125053.04,314574.18
3225,ВАО,55.821229,37.804246,93.2,2,5,18,1.26,22.11,1.68,0.65,1.42,1995,29,панель,евроремонт,2.86,1,0,0,1,27912102.52,299590.13
3226,ЦАО,55.753894,37.577116,120.2,3,1,15,1.62,4.49,0.36,0.58,2.32,1979,45,кирпич,косметический,2.54,1,1,0,1,50550567.73,420564.16
3227,НАО,55.535774,37.394936,31.9,3,5,24,0.3,34.44,2.29,0.42,0.91,1996,28,панель,дизайнерский,2.56,1,0,0,1,10150922.13,317983.54
3228,НАО,55.55828,37.343576,138.5,3,3,18,2.82,37.24,0.96,0.36,0.83,2011,13,панель,дизайнерский,2.91,0,0,0,1,31970050.33,230870.32
3229,САО,55.85004,37.522131,37.0,1,7,12,0.53,15.18,2.03,0.87,0.52,1982,42,монолит,косметический,2.96,1,0,0,1,12651386.42,342089.6
3230,ТАО,55.33616,37.330615,76.1,3,1,18,0.34,56.08,1.94,0.68,2.5,1986,38,блочный,без ремонта,2.99,1,1,0,1,12008261.5,157790.17
3231,ЮВАО,55.689984,37.791894,94.4,2,9,11,0.37,20.55,2.04,1.42,1.04,2004,20,монолит,дизайнерский,3.06,1,1,0,1,26198082.29,277520.64
3232,ЮЗАО,55.644272,37.558174,33.8,2,20,21,0.22,13.65,2.04,0.35,2.93,1991,33,монолит,без ремонта,2.72,1,0,0,1,12673109.43,374556.63
3233,ВАО,55.763874,37.838537,59.7,1,10,16,2.09,24.57,1.94,0.97,0.62,1981,43,монолит,косметический,2.72,1,1,0,1,14728097.06,246869.89
3234,ЮЗАО,55.640504,37.568878,47.0,3,1,11,1.13,13.5,1.92,0.67,0.47,2002,22,панель,евроремонт,2.71,1,0,0,1,14289884.62,304308.88
3235,ТАО,55.363007,37.318537,32.3,1,11,11,0.15,54.46,1.99,1.18,0.62,1971,53,монолит,косметический,3.15,1,1,1,1,7277689.5,225581.78
3236,ЮЗАО,55.630164,37.570182,94.9,2,11,24,0.42,14.51,0.53,1.13,2.21,2002,22,кирпич,евроремонт,3.07,1,0,0,1,31296161.63,329825.46
3237,ЗАО,55.717939,37.42092,55.4,1,6,18,1.22,22.15,2.17,0.93,1.26,1965,59,панель,косметический,3.17,0,1,0,1,16833349.07,304029.82
3238,ЗАО,55.691307,37.427617,127.0,2,19,23,0.55,22.13,1.11,1.04,2.1,1990,34,монолит,евроремонт,2.52,1,1,0,1,38427143.58,302504.78
3239,НАО,55.552875,37.35588,60.3,1,11,15,0.47,36.49,1.44,1.01,1.83,2019,5,монолит,косметический,3.04,1,1,1,1,12221139.99,202595.6
3240,ЮАО,55.675988,37.746744,83.5,1,8,22,0.21,16.64,1.5,0.5,2.98,2009,15,монолит,косметический,3.09,0,0,0,1,25234687.4,302303.16
3241,ВАО,55.802582,37.823113,118.0,3,10,11,1.53,23.5,0.22,0.54,1.39,2002,22,панель,евроремонт,2.66,1,0,1,1,29519640.35,250063.59
3242,НАО,55.55058,37.378828,105.8,3,7,9,1.93,34.67,1.87,0.59,2.76,1970,54,панель,евроремонт,2.77,1,0,0,1,21797886.44,206038.1
3243,СЗАО,55.81102,37.344966,75.1,1,11,13,0.15,30.95,0.32,0.22,2.18,1987,37,панель,без ремонта,3.11,0,0,0,1,18061412.41,240490.82
3244,ЮЗАО,55.651203,37.558364,66.1,2,11,15,0.59,12.97,2.16,0.37,1.65,1968,56,монолит,евроремонт,2.94,1,1,0,1,25106761.52,379874.24
3245,ТАО,55.355859,37.300977,90.6,2,1,17,1.32,56.28,1.13,1.25,0.89,2005,19,монолит,без ремонта,3.11,1,0,0,1,14429271.51,159314.18
3246,СВАО,55.869232,37.602915,57.0,3,2,14,0.99,13.11,1.47,1.24,2.55,2007,17,панель,без ремонта,2.65,0,0,0,1,13792892.07,241993.17
3247,ЮЗАО,55.65678,37.588695,59.7,4,8,13,0.41,11.04,1.01,0.17,0.47,2007,17,монолит,без ремонта,3.05,1,0,0,1,21986521.91,368048.02
3248,НАО,55.555747,37.363423,38.2,1,16,24,1.25,35.64,0.96,0.63,0.95,1978,46,панель,без ремонта,3.04,1,0,0,1,6608334.82,173189.54
3249,НАО,55.535874,37.360891,62.5,4,2,10,0.28,37.24,1.73,0.67,2.53,2010,14,блочный,евроремонт,3.1,0,0,0,1,13719900.41,219583.69
3250,САО,55.861348,37.503857,105.7,1,12,15,0.76,17.51,1.31,1.45,0.68,1960,64,панель,евроремонт,3.06,1,0,1,1,34244932.51,324066.13
3251,СЗАО,55.81923,37.379366,53.9,3,4,19,2.4,27.47,1.98,0.61,2.37,2000,24,панель,дизайнерский,2.89,0,1,1,1,20460062.66,379514.66
3252,ВАО,55.784481,37.806415,69.4,2,1,17,0.11,21.28,1.75,1.48,1.38,2007,17,панель,косметический,2.7,1,1,0,1,19153087.36,276157.65
3253,ЮАО,55.642598,37.724429,30.7,3,1,11,0.88,16.98,0.88,0.16,0.57,1987,37,панель,евроремонт,2.98,0,1,1,1,12109550.86,394167.59
3254,ЮАО,55.635815,37.718338,66.7,3,11,11,0.18,17.08,1.42,0.12,2.53,1983,41,панель,дизайнерский,2.74,1,1,0,1,19392713.25,290724.92
3255,НАО,55.554494,37.369422,134.5,3,9,15,1.46,35.2,1.36,0.8,0.32,1970,54,монолит,без ремонта,2.74,1,1,0,1,27017073.34,200882.0
3256,САО,55.842177,37.507025,91.0,3,5,9,0.22,15.83,0.74,1.06,1.59,2001,23,кирпич,косметический,2.52,0,0,0,1,23718292.59,260734.11
3257,ВАО,55.816143,37.790922,54.7,3,15,15,2.21,20.52,0.34,0.5,1.82,1993,31,блочный,косметический,2.87,1,0,0,1,13705649.49,250582.86
3258,СВАО,55.884066,37.63536,137.0,3,9,14,0.13,14.79,1.92,1.46,1.13,1981,43,монолит,косметический,3.15,1,0,0,1,43151993.89,315053.36
3259,ЮАО,55.654994,37.731838,63.4,2,4,22,0.6,16.64,1.45,0.21,2.98,2006,18,панель,евроремонт,3.01,1,0,0,1,19936431.48,314580.59
3260,ЦАО,55.743559,37.614921,135.9,2,14,18,0.73,0.98,2.21,0.75,2.01,1955,69,монолит,косметический,2.67,0,1,0,1,68649382.35,505276.53
3261,ТАО,55.318431,37.341643,36.2,2,8,20,0.17,57.04,1.59,0.67,2.07,2011,13,монолит,косметический,2.56,0,0,0,1,5202133.4,143890.14
3262,ВАО,55.78991,37.833636,64.8,2,13,19,1.1,24.36,0.57,1.5,0.59,1974,50,монолит,косметический,2.86,0,0,0,1,14740368.9,227328.23
3263,ЮВАО,55.691478,37.756248,32.1,2,7,24,0.53,16.8,1.41,1.32,0.49,2020,4,панель,дизайнерский,2.86,0,1,1,1,14045262.57,437124.07
3264,ЦАО,55.75808,37.600907,123.3,2,6,12,0.41,1.96,1.64,0.68,1.36,2012,12,монолит,евроремонт,2.89,1,1,0,1,64719870.81,524858.12
3265,САО,55.830886,37.56744,53.0,2,8,10,1.84,10.37,1.01,0.66,0.88,1965,59,кирпич,косметический,2.72,1,1,0,1,18177889.08,342716.99
3266,ЮВАО,55.724512,37.754277,88.4,1,11,22,0.17,15.49,0.56,0.69,2.85,2002,22,монолит,косметический,3.19,0,0,1,1,21761937.9,246066.85
3267,ЮАО,55.643729,37.723556,35.5,1,7,16,1.35,16.82,1.85,1.25,1.37,2008,16,монолит,евроремонт,2.82,1,1,0,1,13405119.14,377581.53
3268,ЗАО,55.71376,37.435284,120.8,2,17,24,0.46,20.67,0.52,0.53,2.44,1994,30,панель,косметический,2.59,1,0,0,1,31592941.73,261451.97
3269,СВАО,55.886402,37.61372,69.3,2,7,9,0.29,14.92,2.17,0.54,2.65,2020,4,блочный,евроремонт,2.96,1,0,0,1,19022504.79,274440.49
3270,ЮВАО,55.676679,37.742838,123.0,1,10,20,0.4,16.23,0.48,0.85,2.85,2015,9,монолит,косметический,2.87,1,0,1,1,28980497.36,235705.29
3271,ВАО,55.78995,37.794904,107.8,2,7,14,1.09,20.14,1.27,0.57,2.53,2018,6,панель,евроремонт,2.7,1,1,0,1,26884411.8,249451.41
3272,СЗАО,55.847925,37.375453,86.4,1,11,14,0.3,28.9,1.6,0.7,1.52,2013,11,панель,косметический,3.02,1,1,0,1,20646544.46,239094.51
3273,ВАО,55.776915,37.805289,60.5,1,7,10,0.57,21.03,0.8,0.46,0.9,2003,21,блочный,косметический,2.59,1,0,0,1,14999979.09,248039.96
3274,САО,55.848721,37.503686,52.1,2,6,14,0.41,16.58,0.25,0.94,2.93,1979,45,монолит,без ремонта,2.79,1,1,0,1,17694141.42,339693.33
3275,ЗАО,55.68953,37.458077,54.7,5,1,16,0.26,19.01,1.09,0.56,2.99,2003,21,монолит,косметический,2.83,1,1,0,1,16621970.97,303647.03
3276,ТАО,55.298577,37.310062,141.5,2,2,16,0.27,60.81,0.42,0.48,1.12,1984,40,блочный,косметический,2.85,1,0,0,1,23368958.03,165103.17
3277,ЮАО,55.640602,37.730521,39.3,1,11,14,0.34,17.61,1.12,0.5,2.02,1999,25,монолит,косметический,2.72,1,0,0,1,13042484.32,331858.7
3278,СВАО,55.84826,37.610344,88.8,2,7,19,0.97,10.71,2.07,0.6,2.35,1974,50,панель,косметический,3.19,0,0,0,1,26442389.67,297664.55
3279,ЮАО,55.637808,37.708027,103.7,5,19,22,0.39,16.18,2.36,1.09,0.31,2011,13,панель,косметический,2.98,1,1,1,1,29395402.25,283529.67
3280,САО,55.844219,37.555148,55.0,3,2,16,1.09,12.36,0.48,0.24,0.45,1970,54,кирпич,косметический,2.52,1,1,0,1,19696136.2,358424.34
3281,ЮВАО,55.698782,37.786382,64.5,2,16,17,2.1,19.65,1.52,1.37,1.14,1978,46,панель,косметический,2.63,0,1,0,1,16919833.56,262156.65
3282,ЮЗАО,55.648315,37.548924,99.0,1,22,23,1.07,13.8,1.74,0.23,2.82,2003,21,панель,косметический,2.66,0,1,0,1,27818473.73,281084.32
3283,ЮВАО,55.716335,37.80632,56.1,5,7,20,0.12,21.33,1.17,0.6,2.68,1986,38,блочный,дизайнерский,2.82,0,0,0,1,18176401.71,323931.47
3284,ЦАО,55.751119,37.64045,89.2,2,5,9,0.13,2.55,1.08,1.46,1.3,1990,34,кирпич,евроремонт,3.06,1,1,1,1,47041564.58,527341.02
3285,ЮАО,55.600715,37.696846,78.7,2,8,22,0.63,18.96,0.28,1.0,2.52,2004,20,панель,евроремонт,2.89,0,0,0,1,23855813.36,302987.25
3286,НАО,55.56414,37.402396,48.5,2,3,13,0.38,31.7,1.37,0.46,0.49,2005,19,блочный,без ремонта,3.14,0,0,0,1,7926895.83,163507.49
3287,ЮЗАО,55.624387,37.575579,140.0,3,10,14,0.21,14.91,1.82,0.45,0.81,1982,42,панель,косметический,3.18,1,1,1,1,44586009.25,318415.08
3288,СЗАО,55.842679,37.419048,117.0,1,18,24,2.52,24.22,2.06,1.4,2.91,2006,18,панель,евроремонт,2.72,1,1,0,1,30966611.43,264704.09
3289,ТАО,55.32611,37.295635,56.2,1,14,16,0.7,59.26,1.87,1.36,1.55,1989,35,блочный,косметический,3.13,1,0,0,1,8587890.25,152828.12
3290,ВАО,55.775042,37.798415,60.9,1,9,17,3.74,20.24,2.22,0.17,2.85,1993,31,панель,косметический,2.55,0,1,0,1,15754795.88,258627.98
3291,ЮЗАО,55.662725,37.595501,37.4,2,11,13,0.18,10.21,2.44,1.29,0.91,2014,10,панель,дизайнерский,2.69,0,0,1,1,14442013.64,385946.6
3292,ЮАО,55.618811,37.707955,78.5,2,15,17,0.49,17.87,2.17,1.0,1.47,1971,53,панель,без ремонта,2.99,0,0,1,1,24072300.99,306517.07
3293,НАО,55.544598,37.385229,140.9,2,14,16,0.17,34.56,0.29,0.7,2.54,2006,18,панель,косметический,3.15,1,1,0,1,29211051.77,207322.98
3294,СЗАО,55.847194,37.373682,68.1,2,5,11,0.97,29.05,0.66,0.47,1.14,2020,4,монолит,косметический,2.62,0,0,0,1,16793142.92,246433.22
3295,ЮАО,55.612566,37.713521,78.8,1,11,22,1.25,18.79,1.37,1.21,2.67,1980,44,панель,без ремонта,3.08,1,1,0,1,20415306.21,259130.32
3296,ЮЗАО,55.640785,37.562894,65.6,1,3,15,0.21,13.75,1.48,1.21,2.3,1984,40,кирпич,косметический,2.63,0,0,0,1,16003752.13,244026.02
3297,ЮЗАО,55.66326,37.562453,58.1,1,8,13,0.15,11.59,2.0,1.11,2.74,2007,17,монолит,косметический,2.52,1,0,0,1,17493367.36,301307.68
3298,ЦАО,55.740991,37.617887,90.8,1,7,10,0.87,1.22,2.02,0.72,1.63,1978,46,сталинка,евроремонт,3.19,1,0,0,1,40317548.3,444256.18
3299,ЮВАО,55.696213,37.742153,91.5,2,1,21,0.37,15.16,1.66,1.12,1.96,2015,9,монолит,косметический,2.67,1,1,1,1,25541650.18,279236.95
